notification_number,vendor_id,supplier_name,material,material_description,created_date,completion_date,created_month,qty,material_value,disposition,cause_responsibility,notification_type,project,notification_status,dashboard_status,internal_supplier_candidate,in_ncr_vendor_file,in_ncr_all_file,in_task_report,ncr_vendor_source_row_count,ncr_all_source_row_count,task_source_row_count
200014686,2000000657,Changzhou KTK Group. Ltd,M000002654590,Door handril composition 2,2023-02-14,2023-03-16,2023-02,2.0,74.72,CRRC MA Scrap,Technology,F4,LA Metro,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,7.0
200014687,2000034186,WABTEC Passenger Transit Corpo,644490,LEVELING VALVE（L）,2023-02-14,2023-10-06,2023-02,1.0,408.01,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,5.0
200014688,2000034186,WABTEC Passenger Transit Corpo,644491,LEVELING VALVE（R）,2023-02-14,2023-10-06,2023-02,1.0,411.71,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,5.0
200014689,1000200000,CRRC Changchun Railway Vehicle,M000001483003,Sealant Gasket,2023-02-14,2023-03-15,2023-02,4.0,0.64,CRRC MA Scrap,Technology,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,8.0
200014691,1000200000,CRRC Changchun Railway Vehicle,651420,Leading Edge Seal Assy,2023-02-14,2023-03-08,2023-02,1.0,0.01,CRRC MA Scrap,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,5.0
200014692,1000200000,CRRC Changchun Railway Vehicle,654028,Door Operator Assembly,2023-02-14,2023-07-13,2023-02,1.0,492.52,NCR-Spl Rwrk On Site,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,True,True,1.0,1.0,12.0
200014693,2000033413,"KB Signaling, Inc.",M000000848525,Aspect Display Unit,2023-02-15,2024-03-26,2023-02,1.0,8584.65,Field Service RTV,Logistics,F6,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,10.0
200014694,2000034186,WABTEC Passenger Transit Corpo,M000002101447,AUTOMATIC COUPLER ASSEMBLY,2023-02-15,2023-03-03,2023-02,1.0,43388.44,NCR-Spl Rwrk On Site,Supplier,F4,LA Metro,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,8.0
200014697,1000200000,CRRC Changchun Railway Vehicle,M000002133471,WINDSHIELD RIGHT,2023-02-15,2023-03-16,2023-02,1.0,0.01,NCR-Rework,Supplier CRC (China),F4,LA Metro,NOCO NOTI ATCO,Closed,True,True,False,True,1.0,,7.0
200014698,1000200000,CRRC Changchun Railway Vehicle,654028,Door Operator Assembly,2023-02-15,2023-07-13,2023-02,1.0,492.52,NCR-Spl Rwrk On Site,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,True,True,1.0,1.0,12.0
200014699,2000034764,Bossard LLC,109811,NYLON FLEX TUBE CONNECTOR,2023-02-15,2023-06-29,2023-02,1.0,13.21,CRRC MA Scrap,Logistics,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,7.0
200014700,1000200000,CRRC Changchun Railway Vehicle,Z500000929,Welding tie bar M000000970477,2023-02-15,2023-02-22,2023-02,10.0,0.1,Welding Rework,Preassembly,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,11.0
200014701,1000200000,CRRC Changchun Railway Vehicle,653964,DRAINING PAN ASSEMBLY(LH),2023-02-16,2023-02-22,2023-02,2.0,0.02,Welding Rework,,F4,MBTA OL Non Cab Car,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,9.0
200014702,1000200000,CRRC Changchun Railway Vehicle,661859,CABCAR LAYOUT,2023-02-16,2023-02-28,2023-02,1.0,358531.0,Welding Rework,,F4,MBTA OL Cab Car,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,8.0
200014703,2000033507,TDG Transit Design Group INTL,M000002035752,HEADLIGHT,2023-02-16,2023-06-19,2023-02,1.0,499.8,NCR-RTV Scrap On Sit,Procurement,F6,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,9.0
200014704,2000033511,"Strato, Inc",644511,HOSE ASSEMBLY,2023-02-16,2023-07-12,2023-02,1.0,51.41,CRRC MA Scrap,Production,F6,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,10.0
200014705,2000033511,"Strato, Inc",644511,HOSE ASSEMBLY,2023-02-16,2023-07-12,2023-02,1.0,51.41,CRRC MA Scrap,Production,F6,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,10.0
200014706,2000034135,Amphenol,M000002144464,Connector socket,2023-02-16,2023-06-14,2023-02,1.0,214.0,CRRC MA Scrap,Supplier,F4,LA Metro,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,6.0
200014707,2000033464,TOA Engineering Corporation,619325,MAIN CONTROL UNIT（MCU）,2023-02-16,2023-05-17,2023-02,1.0,3895.26,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,7.0
200014710,1000200000,CRRC Changchun Railway Vehicle,Z500000929,Welding tie bar M000000970477,2023-02-17,2023-02-23,2023-02,10.0,0.1,Welding Rework,Preassembly,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,11.0
200014711,2000034186,WABTEC Passenger Transit Corpo,633287,EP CONTROL UNIT,2023-02-17,2023-03-08,2023-02,1.0,2468.1,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,5.0
200014712,2000034186,WABTEC Passenger Transit Corpo,652765,TEST POINT MANIFOLD,2023-02-17,2023-07-21,2023-02,1.0,832.55,NCR-RTV,Supplier,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,5.0
200014714,2000034186,WABTEC Passenger Transit Corpo,M000002107198,ISOLATION ROTARY SWITCH,2023-02-17,2024-04-23,2023-02,1.0,2537.02,NCR-RTV,Production,F4,LA Metro,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,6.0
200014715,1000200000,CRRC Changchun Railway Vehicle,M000002053240,Electrical cabinet assembly,2023-02-17,2024-01-16,2023-02,1.0,186.15,CRRC MA Scrap,Production,F4,LA Metro,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,9.0
200014716,2000034091,Vapor Stone Rail Systems,653940,DOOR CONTROL UNIT,2023-02-21,2024-11-06,2023-02,1.0,1061.1,NCR-RTV,Logistics,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,4.0
200014717,1000200000,CRRC Changchun Railway Vehicle,M000002027081,HANGER BRACKET ASSEMBLY,2023-02-21,2023-06-12,2023-02,1.0,0.0,CRRC MA Scrap,Technology,F4,LA Metro,NOCO NOTE ATCO,Closed,True,True,True,True,1.0,1.0,5.0
200014718,1000200000,CRRC Changchun Railway Vehicle,M000002142343,BRACKET,2023-02-21,2023-05-19,2023-02,4.0,0.24,CRRC MA Scrap,Engineering,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,True,True,1.0,1.0,7.0
200014719,2000033464,TOA Engineering Corporation,619325,MAIN CONTROL UNIT（MCU）,2023-02-21,2023-08-23,2023-02,1.0,3895.26,NCR-RTV,Logistics,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,4.0
200014720,2000000657,Changzhou KTK Group. Ltd,M000002561853,LOWER AREA INTEGRATED CEILING ASSEMBLY,2023-02-21,2023-03-07,2023-02,1.0,691.3,NCR-RTV,Technology,F4,LA Metro,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014721,2000000657,Changzhou KTK Group. Ltd,M000001932402,END WALL LINER OVERHEAD,2023-02-21,2023-03-07,2023-02,1.0,809.79,NCR-RTV,Technology,F4,LA Metro,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014722,2000000657,Changzhou KTK Group. Ltd,M000002115506,LOWER AREA INTEGRATED CEILING ASSEMBLY,2023-02-21,2023-03-07,2023-02,1.0,755.4,NCR-RTV,Technology,F4,LA Metro,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014723,2000000657,Changzhou KTK Group. Ltd,M000002103930,SIDE WALL LINER ASSEMBLY,2023-02-21,2023-03-07,2023-02,1.0,283.89,NCR-RTV,Technology,F4,LA Metro,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014724,2000000657,Changzhou KTK Group. Ltd,M000002103949,SIDE WALL LINER ASSEMBLY,2023-02-21,2023-03-07,2023-02,1.0,513.9,NCR-RTV,Technology,F4,LA Metro,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014725,2000000657,Changzhou KTK Group. Ltd,M000002103925,SIDE WALL LINER ASSEMBLY,2023-02-21,2023-03-07,2023-02,1.0,358.47,NCR-RTV,Technology,F4,LA Metro,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014726,2000000657,Changzhou KTK Group. Ltd,M000002103945,SIDE WALL LINER ASSEMBLY,2023-02-21,2023-03-07,2023-02,1.0,575.64,NCR-RTV,Technology,F4,LA Metro,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014727,2000000657,Changzhou KTK Group. Ltd,M000002103941,SIDE WALL LINER ASSEMBLY,2023-02-21,2023-03-07,2023-02,1.0,336.73,NCR-RTV,Technology,F4,LA Metro,NOCO NOTI ATCO NOPT,Closed,False,True,False,True,1.0,,5.0
200014728,2000000657,Changzhou KTK Group. Ltd,M000002103948,SIDE WALL LINER ASSEMBLY,2023-02-21,2023-03-07,2023-02,1.0,258.85,NCR-RTV,Technology,F4,LA Metro,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014729,2000033486,Mitsubishi Electric Power Prod,645142,TRACTION MOTOR,2023-02-21,2024-03-08,2023-02,1.0,12983.55,Field Service RTV,Field Service,F6,MBTA Orange/Red Line,NOCO NOTI ATCO NOPT,Closed,False,True,False,True,1.0,,6.0
200014730,2000000657,Changzhou KTK Group. Ltd,M000002103935,SIDE WALL LINER ASSEMBLY,2023-02-21,2023-03-07,2023-02,1.0,326.62,NCR-RTV,Technology,F4,LA Metro,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014731,2000000657,Changzhou KTK Group. Ltd,M000002103936,SIDE WALL LINER ASSEMBLY,2023-02-21,2023-03-07,2023-02,1.0,324.69,NCR-RTV,Technology,F4,LA Metro,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014732,2000000657,Changzhou KTK Group. Ltd,M000002103939,SIDE WALL LINER ASSEMBLY,2023-02-21,2023-03-07,2023-02,1.0,354.6,NCR-RTV,Technology,F4,LA Metro,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,5.0
200014733,2000033422,"BBA Project, Inc.",M000001884473,Electric heater,2023-02-21,2024-01-16,2023-02,1.0,1649.12,NCR-RTV,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,4.0
200014735,2000073976,"KSU, N.A., LLC",M000001806961,FLIP SEAT ONSERT ASSEMBLY,2023-02-22,2023-06-26,2023-02,1.0,267.2,NCR-RTV Scrap On Sit,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014736,2000073976,"KSU, N.A., LLC",M000001806961,FLIP SEAT ONSERT ASSEMBLY,2023-02-22,2023-06-26,2023-02,1.0,267.2,NCR-RTV Scrap On Sit,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014737,2000073976,"KSU, N.A., LLC",M000001806961,FLIP SEAT ONSERT ASSEMBLY,2023-02-22,2023-06-26,2023-02,1.0,267.2,NCR-RTV Scrap On Sit,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,8.0
200014738,2000073976,"KSU, N.A., LLC",M000001806961,FLIP SEAT ONSERT ASSEMBLY,2023-02-22,2023-06-26,2023-02,1.0,267.2,NCR-RTV Scrap On Sit,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014739,1000200000,CRRC Changchun Railway Vehicle,653964,DRAINING PAN ASSEMBLY(LH),2023-02-22,2023-02-28,2023-02,4.0,0.04,Welding Rework,,F4,MBTA OL Cab Car,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,8.0
200014740,1000200000,CRRC Changchun Railway Vehicle,653965,DRAINING PAN ASSEMBLY(RH),2023-02-22,2023-02-28,2023-02,1.0,0.01,Welding Rework,,F4,MBTA OL Cab Car,NOCO NOTE ATCO NOPT,Closed,True,True,True,True,1.0,1.0,8.0
200014741,2000033464,TOA Engineering Corporation,619308,HANDHELD MICROPHONE,2023-02-22,2023-05-11,2023-02,1.0,233.0,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,12.0
200014746,2000033507,TDG Transit Design Group INTL,M000001563444,Multifunction indicator,2023-02-22,2023-04-13,2023-02,1.0,872.85,NCR-RTV,Production,F4,MBTA Orange/Red Line,NOCO NOTE OSTS NOPT DLFL,Closed,False,False,True,True,,1.0,4.0
200014747,1000200000,CRRC Changchun Railway Vehicle,M000003106989,ANTI-ROTATING BLOCK,2023-02-22,2024-04-26,2023-02,48.0,84.0,CRRC MA Scrap,Engineering,F4,LA Metro,NOCO NOTE ATCO NOPT,Closed,True,True,True,True,1.0,1.0,19.0
200014748,2000033422,"BBA Project, Inc.",M000001884473,Electric heater,2023-02-22,2023-05-04,2023-02,1.0,1649.12,NCR-RTV,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,4.0
200014749,2000033422,"BBA Project, Inc.",M000001669125,"43 3/4"", 438W, 600VDC Seat Floor Heater",2023-02-22,2023-05-02,2023-02,1.0,1110.35,NCR-RTV,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,4.0
200014752,2000036760,"WhiteStone Partners, IncDBA Go",661859,CABCAR LAYOUT,2023-02-23,2023-03-08,2023-02,1.0,358531.0,NCR-Spl Rwrk On Site,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,7.0
200014754,2000055856,CRRC MA Corporation,660892,Electrical installation vehicle wiring,2023-02-23,2023-02-23,2023-02,1.0,0.01,Field Service Repair,Production,F6,MBTA Orange/Red Line,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,1.0
200014756,2000033486,Mitsubishi Electric Power Prod,M000000796997,VS\MS-A1847,2023-02-23,2023-07-19,2023-02,1.0,1900.0,NCR-RTV,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,5.0
200014758,2000033486,Mitsubishi Electric Power Prod,645142,TRACTION MOTOR,2023-02-23,2024-03-08,2023-02,1.0,12983.55,Field Service RTV,Logistics,F6,MBTA Orange/Red Line,NOCO NOTI ATCO NOPT,Closed,False,True,False,True,1.0,,6.0
200014759,2000004123,Changchun Lu Tong,654388,HINGE END DOOR COVER,2023-02-23,2023-07-05,2023-02,2.0,0.02,NCR-RTV Scrap On Sit,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,True,True,1.0,1.0,7.0
200014760,2000034091,Vapor Stone Rail Systems,M000001919196,DOOR OPERATOR RH,2023-02-23,2023-03-08,2023-02,1.0,3951.86,NCR-Spl Rwrk On Site,Supplier,F4,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,7.0
200014761,2000004123,Changchun Lu Tong,654388,HINGE END DOOR COVER,2023-02-23,2023-07-05,2023-02,5.0,0.05,NCR-RTV Scrap On Sit,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,True,True,1.0,1.0,7.0
200014762,2000033486,Mitsubishi Electric Power Prod,643959,APS,2023-02-23,2023-03-09,2023-02,1.0,52684.55,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,7.0
200014765,1000200000,CRRC Changchun Railway Vehicle,M000001630751,MOUNTING HANGER,2023-02-23,2023-03-09,2023-02,1.0,0.01,Welding Rework,,F4,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,12.0
200014766,1000200000,CRRC Changchun Railway Vehicle,653964,DRAINING PAN ASSEMBLY(LH),2023-02-24,2023-02-28,2023-02,1.0,0.01,Welding Rework,,F4,MBTA OL Cab Car,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,9.0
200014768,2000033486,Mitsubishi Electric Power Prod,645142,TRACTION MOTOR,2023-02-24,2024-08-29,2023-02,1.0,12983.55,Field Service RTV,Logistics,F6,MBTA Orange/Red Line,NOCO NOTI ATCO NOPT,Closed,False,True,False,True,1.0,,5.0
200014769,2000033439,Faiveley Transportation,653873,HVAC UNIT,2023-02-24,2023-06-27,2023-02,1.0,31665.05,FS Spl Rwrk On Site,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,4.0
200014770,1000200000,CRRC Changchun Railway Vehicle,641652,Door Panel Assy,2023-02-24,2023-05-23,2023-02,1.0,2540.26,CRRC MA Scrap,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,9.0
200014771,1000200000,CRRC Changchun Railway Vehicle,M000002459365,DOOR PANEL ASSEMBLY,2023-02-24,2023-07-05,2023-02,1.0,0.01,CRRC MA Scrap,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,9.0
200014772,2000004123,Changchun Lu Tong,654388,HINGE END DOOR COVER,2023-02-24,2023-07-05,2023-02,1.0,0.01,NCR-RTV Scrap On Sit,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,True,True,1.0,1.0,7.0
200014773,2000004123,Changchun Lu Tong,654388,HINGE END DOOR COVER,2023-02-24,2023-07-05,2023-02,1.0,0.01,NCR-RTV Scrap On Sit,Production,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,True,True,1.0,1.0,7.0
200014775,2000055856,CRRC MA Corporation,651991,TRAIN RADIO TRANSCEIVER,2023-02-27,2023-02-27,2023-02,1.0,4142.02,Field Service Repair,Production,F6,MBTA Orange/Red Line,NOCO NOTI ATCO,Closed,False,True,True,True,1.0,1.0,1.0
200014776,1000200000,CRRC Changchun Railway Vehicle,661859,CABCAR LAYOUT,2023-02-27,2023-05-22,2023-02,6.0,2151186.0,Welding Rework,,F4,MBTA OL Cab Car,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,9.0
200014777,2000055856,CRRC MA Corporation,653440,HOSTLER PANEL ASSEMBLY,2023-02-27,2023-02-27,2023-02,1.0,798.97,NCR-Repair,Production,F6,MBTA Orange/Red Line,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,1.0
200014778,1000200000,CRRC Changchun Railway Vehicle,661858,NON-CAB CAR LAYOUT,2023-02-27,2023-04-26,2023-02,6.0,0.06,Welding Rework,,F4,MBTA OL Non Cab Car,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,9.0
200014779,2000055856,CRRC MA Corporation,ZMBTAOLCC_PH059,CRP Wiring,2023-02-27,2023-02-27,2023-02,1.0,0.01,Field Service Repair,Production,F6,MBTA Orange/Red Line,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,1.0
200014787,2000034091,Vapor Stone Rail Systems,M000001919195,DOOR OPERATOR LH,2023-02-28,2023-04-11,2023-02,1.0,3978.09,NCR-Spl Rwrk On Site,Supplier,F4,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,9.0
200014788,2000034186,WABTEC Passenger Transit Corpo,652765,TEST POINT MANIFOLD,2023-02-28,2023-07-21,2023-02,1.0,832.55,NCR-RTV,Supplier,F4,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,5.0
200014789,2000033524,"Schaltbau North America,Inc",619469,MASTER CONTROLLER,2023-02-28,2023-06-26,2023-02,1.0,8243.9,Field Service RTV,Production,F6,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,8.0
200014791,2000033434,EAO Corporation,M000001901230,Button,2023-02-28,2023-03-07,2023-02,1.0,58.19,NCR-RTV,Supplier,F4,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,2.0
200014792,2000033434,EAO Corporation,M000001901230,Button,2023-02-28,2023-06-27,2023-02,2.0,116.38,PreNCR-NCR Request,Supplier,F4,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,6.0
200014793,2000034186,WABTEC Passenger Transit Corpo,644491,LEVELING VALVE（R）,2023-02-28,2023-04-12,2023-02,1.0,411.71,NCR-RTV,,F4,MBTA OL Cab Car,NOCO NOTE OSTS NOPT DLFL,Closed,False,False,True,True,,1.0,7.0
200014794,2000033486,Mitsubishi Electric Power Prod,653480,APS BOX INSTALLATION,2023-03-01,2023-05-19,2023-03,1.0,0.01,NCR-Spl Rwrk On Site,,F4,MBTA OL Non Cab Car,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,9.0
200014797,2000034134,"Knorr Brake Company, LLC",M000001915234,RIO VALVE,2023-03-01,2023-09-06,2023-03,16.0,132981.6,NCR-RTV,Supplier,F4,LA Metro,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,12.0
200014798,2000034134,"Knorr Brake Company, LLC",M000001912010,GATEWAY VALVE,2023-03-01,2023-09-06,2023-03,18.0,112159.8,NCR-RTV,Supplier,F4,LA Metro,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,12.0
200014801,2000034142,Vulcan Metals Corporation,643440,SPECALL BOLT,2023-03-02,2024-05-15,2023-03,3.0,19.32,NCR-RTV Scrap On Sit,Supplier,F4,MBTA OL Non Cab Car,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,7.0
200014804,2000033502,"UTCRAS, Inc.",643438,WHEELSET AND AXLEBOX ASSEMBLIES,2023-03-03,2024-10-11,2023-03,1.0,30860.65,NCR-Prelim. Review,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,3.0
200014805,2000034091,Vapor Stone Rail Systems,653951,AUDIBLE CHIME,2023-03-03,2023-03-13,2023-03,3.0,148.35,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,8.0
200014807,2000033439,Faiveley Transportation,653940,DOOR CONTROL UNIT,2023-03-06,2023-03-13,2023-03,1.0,1061.1,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,7.0
200014808,2000034091,Vapor Stone Rail Systems,653951,AUDIBLE CHIME,2023-03-06,2023-03-17,2023-03,1.0,49.45,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,7.0
200014809,2000034153,T & K Technologies,652916,FLANGE LUBRICATOR(LEFT),2023-03-06,2023-05-31,2023-03,1.0,77.97,NCR-RTV Scrap On Sit,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,12.0
200014810,2000034186,WABTEC Passenger Transit Corpo,651412,AIR SUPPLY UNIT,2023-03-06,2023-04-28,2023-03,1.0,26774.9,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,5.0
200014811,2000034186,WABTEC Passenger Transit Corpo,M000000867659,AUTOMATIC COUPLER HEAD,2023-03-06,2023-03-06,2023-03,1.0,20854.09,FS Spl Rwrk On Site,,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,4.0
200014812,2000034186,WABTEC Passenger Transit Corpo,M000000867659,AUTOMATIC COUPLER HEAD,2023-03-06,2023-03-08,2023-03,1.0,20854.09,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,5.0
200014813,2000034186,WABTEC Passenger Transit Corpo,M000002260346,Current Collector,2023-03-06,2023-03-09,2023-03,1.0,1437.07,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,5.0
200014814,2000034186,WABTEC Passenger Transit Corpo,644490,LEVELING VALVE（L）,2023-03-06,2023-04-25,2023-03,1.0,408.01,FS RTV in place,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,6.0
200014816,2000034091,Vapor Stone Rail Systems,653939,DOOR OPERATOR ASSEMBLY (RH),2023-03-07,2023-03-31,2023-03,1.0,3095.06,NCR-Spl Rwrk On Site,Supplier,F4,MBTA OL Cab Car,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,10.0
200014817,2000033486,Mitsubishi Electric Power Prod,M000000796996,VMD\MS-A1846,2023-03-07,2023-07-19,2023-03,1.0,6190.46,Field Service RTV,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,10.0
200014819,1000200000,CRRC Changchun Railway Vehicle,M000001580463,RL Cab Car Pre-Assembly Carbody,2023-03-07,2023-03-31,2023-03,1.0,636993.75,Welding Repair,,F4,MBTA RL Cab Car,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,9.0
200014820,2000033506,"Kustom Seating Unlimited, Inc.",651355,4P FIXED AND 3P FILP SEATS ASSEMBLY,2023-03-07,2023-05-19,2023-03,1.0,16677.14,NCR-RTV Scrap On Sit,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,7.0
200014821,2000033524,"Schaltbau North America,Inc",619469,MASTER CONTROLLER,2023-03-07,2023-04-25,2023-03,1.0,8243.9,Field Service RTV,Supplier,F6,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,7.0
200014822,1000200000,CRRC Changchun Railway Vehicle,M000001580463,RL Cab Car Pre-Assembly Carbody,2023-03-07,2023-08-17,2023-03,1.0,636993.75,Welding Rework,Preassembly,F4,MBTA RL Cab Car,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,18.0
200014823,1000200000,CRRC Changchun Railway Vehicle,M000003381292,Unlocking Block,2023-03-07,2024-04-26,2023-03,6.0,1.08,CRRC MA Scrap,Engineering,F4,LA Metro,NOCO NOTE ATCO NOPT,Closed,True,True,True,True,1.0,1.0,12.0
