notification_number,vendor_id,supplier_name,material,material_description,created_date,completion_date,created_month,qty,material_value,disposition,cause_responsibility,notification_type,project,notification_status,dashboard_status,internal_supplier_candidate,in_ncr_vendor_file,in_ncr_all_file,in_task_report,ncr_vendor_source_row_count,ncr_all_source_row_count,task_source_row_count
200000001,2000034186,WABTEC Passenger Transit Corpo,647077,TREAD BRAKE UNIT,2019-02-19,2019-02-19,2019-02,0.0,0.0,,Procurement,F2,,NOCO NOTI ATCO DLFL,Closed,False,False,True,True,,1.0,2.0
200000030,,,M000001505289,ASI RFID Tag Reader,2019-04-03,2019-04-03,2019-04,1.0,,,,F3,,NOCO NOTI ATCO,,False,False,True,False,,1.0,
200000032,2000033510,TransTech of South Carolina In,M000000811243,CONNECTOR for SOLENOID VALVE,2019-04-04,2019-04-16,2019-04,1.0,66.01,CRRC MA Scrap,,F2,Danger note,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,2.0
200000033,1000200000,CRRC Changchun Railway Vehicle,652616,AIR OUTLET,2019-04-04,2019-04-24,2019-04,1.0,0.0,CRRC MA Scrap,,F2,Danger note,NOCO NOTI ATCO,Closed,True,True,True,True,1.0,1.0,3.0
200000034,2000001844,Baoying ShenFei Electronic Equ,651657,PARTITION ASSEMBLY(R),2019-04-04,2019-04-23,2019-04,1.0,3654.67,CRRC MA Scrap,,F2,Danger note,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,5.0
200000038,2000000532,Nanjing Haoming Industry and T,652486,trip cock CONNECTOR（PLUG）,2019-04-04,2019-04-30,2019-04,1.0,14.72,CRRC MA Scrap,,F2,Danger note,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,7.0
200000039,2000001844,Baoying ShenFei Electronic Equ,653153,INSTALLATION PLATE,2019-04-05,2019-04-11,2019-04,6.0,0.0,NCR-MRB,,F2,Danger note,NOCO NOTI ATCO,Closed,False,True,True,True,1.0,1.0,2.0
200000040,2000033506,"Kustom Seating Unlimited, Inc.",638225,PASSENGER SEATS LAYOUT,2019-04-05,2019-04-11,2019-04,1.0,0.01,NCR-Prelim. Review,,F2,Danger note,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,1.0
200000041,2000033507,TDG Transit Design Group INTL,619094,CAB OPERATOR ADJUSTABLE LED READING LIGH,2019-04-05,2019-04-11,2019-04,1.0,243.33,NCR-Spl Rwrk On Site,,F2,Danger note,NOCO NOTI,Closed,False,False,True,True,,1.0,1.0
200000046,,,653482,TRACTION INVERTER BOX INSTALLATION,2019-04-13,2019-04-15,2019-04,1.0,0.01,NCR-Prelim. Review,,F4,,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,4.0
200000047,,,651436,SEALING PLATE ASSEMBLY,2019-04-13,2019-04-15,2019-04,1.0,58.87,NCR-Prelim. Review,,F4,,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,2.0
200000050,2000033434,EAO Corporation,M000001403348,GMD Request Button 57-10-001106,2019-04-15,2019-09-26,2019-04,2.0,300.88,NCR-Prelim. Review,,F4,MBTA Orange/Red Line,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,3.0
200000051,2000034434,Qingdao Sanlaser Machinery Co.,652427,WINDSCREEN ASSEMBLY(LR-02),2019-04-15,2019-05-10,2019-04,1.0,486.95,NCR-Prelim. Review,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,3.0
200000052,2000033464,TOA Engineering Corporation,619315,LED?ANNOUNCEMENT SIGN(SINGLE SIDED),2019-04-15,2019-08-20,2019-04,1.0,1563.88,NCR-RTV,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,7.0
200000053,2000035200,"C & D Electronics, Inc",M000001901250,breaker,2019-04-15,2019-04-30,2019-04,1.0,109.17,CRRC MA Scrap,,F4,,NOCO NOTI ATCO,Closed,False,True,True,True,1.0,1.0,7.0
200000054,1000502000,"Qingdao SRI Technology Co., Lt",651912,HOSTLER PANEL,2019-04-15,2019-04-16,2019-04,0.0,0.0,NCR-MRB,,F2,,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,3.0
200000055,2000034434,Qingdao Sanlaser Machinery Co.,640100,HANDRAIL ASSEMBLY-07,2019-04-15,2019-05-28,2019-04,1.0,495.5,NCR-RTV,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,8.0
200000056,2000034434,Qingdao Sanlaser Machinery Co.,640097,HANDRAIL ASSEMBLY-04,2019-04-15,2019-05-28,2019-04,4.0,1478.44,NCR-RTV,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,8.0
200000058,2000033464,TOA Engineering Corporation,619325,MAIN CONTROL UNIT（MCU）,2019-04-15,2019-05-02,2019-04,1.0,3895.26,NCR-Spl Rwrk On Site,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,3.0
200000059,2000034434,Qingdao Sanlaser Machinery Co.,640096,HANDRAIL ASSEMBLY-03,2019-04-15,2019-08-28,2019-04,1.0,167.03,NCR-RTV,,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,False,True,1.0,,7.0
200000060,2000001844,Baoying ShenFei Electronic Equ,654087,DOOR STOP,2019-04-15,2019-05-01,2019-04,1.0,0.01,CRRC MA Scrap,,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,6.0
200000061,2000034434,Qingdao Sanlaser Machinery Co.,640095,HANDRAIL ASSEMBLY-02,2019-04-15,2019-08-28,2019-04,1.0,1443.53,NCR-RTV,,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,False,True,1.0,,12.0
200000063,1000200000,CRRC Changchun Railway Vehicle,M000000768205,Windshield Heater Controller,2019-04-15,2019-10-21,2019-04,1.0,0.01,CRRC MA Scrap,Production,F4,MBTA Orange/Red Line,NOCO NOTI ATCO NOPT,Closed,True,True,False,True,1.0,,7.0
200000064,,,639690,SIDE CEILING ASSEMBLY,2019-04-15,2019-04-19,2019-04,2.0,538.78,NCR-Spl Rwrk On Site,,F4,,NOCO NOTE ATCO,Closed,False,True,False,True,1.0,,6.0
200000065,1000501600,CRRC Qingdao Sifang Rolling St,652942,MOTORMAN SIDE CONSOLE ASSEMBLY,2019-04-16,2019-10-11,2019-04,1.0,10370.29,NCR-Repair,,F2,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,3.0
200000066,2000034434,Qingdao Sanlaser Machinery Co.,640093,WINDSCREEN ASSEMBLY(LR),2019-04-16,2019-05-24,2019-04,5.0,2076.25,NCR-Spl Rwrk On Site,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,11.0
200000067,2000034434,Qingdao Sanlaser Machinery Co.,640090,WINDSCREEN ASSEMBLY(LL),2019-04-16,2019-05-24,2019-04,4.0,1775.52,NCR-Spl Rwrk On Site,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,13.0
200000068,2000033464,TOA Engineering Corporation,619309,HANDSET,2019-04-16,2019-06-13,2019-04,1.0,325.36,NCR-RTV,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,8.0
200000069,2000034434,Qingdao Sanlaser Machinery Co.,640092,WINDSCREEN ASSEMBLY(LR-01),2019-04-16,2019-05-24,2019-04,5.0,2888.45,NCR-Spl Rwrk On Site,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,13.0
200000070,2000034434,Qingdao Sanlaser Machinery Co.,640089,WINDSCREEN ASSEMBLY(SL-01),2019-04-16,2019-05-24,2019-04,0.0,0.0,NCR-Spl Rwrk On Site,,F2,,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,10.0
200000071,2000034434,Qingdao Sanlaser Machinery Co.,M000001397557,WINDSCREEN ASSEMBLY(SL-03),2019-04-16,2019-05-24,2019-04,0.0,0.0,NCR-Spl Rwrk On Site,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,15.0
200000072,2000034434,Qingdao Sanlaser Machinery Co.,652427,WINDSCREEN ASSEMBLY(LR-02),2019-04-16,2019-05-24,2019-04,5.0,2434.75,NCR-Spl Rwrk On Site,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,13.0
200000073,1000200000,CRRC Changchun Railway Vehicle,639575,SPLASH GUARD PLATE ASSEMBLY,2019-04-16,2021-08-24,2019-04,4.0,2155.96,NCR-Rework,Production,F2,MBTA Orange/Red Line,NOCO NOTI ATCO NOPT,Closed,True,True,True,True,1.0,1.0,22.0
200000074,2000034434,Qingdao Sanlaser Machinery Co.,640091,WINDSCREEN ASSEMBLY(SL-02),2019-04-16,2019-05-24,2019-04,3.0,842.22,NCR-Spl Rwrk On Site,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,14.0
200000075,2000033507,TDG Transit Design Group INTL,M000001563444,Multifunction indicator,2019-04-16,2020-01-10,2019-04,1.0,872.85,NCR-RTV,,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,7.0
200000077,2000034091,Vapor Stone Rail Systems,653939,DOOR OPERATOR ASSEMBLY (RH),2019-04-16,2019-07-01,2019-04,9.0,27855.54,NCR-Spl Rwrk On Site,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,10.0
200000078,2000034091,Vapor Stone Rail Systems,653938,DOOR OPERATOR ASSEMBLY (LH),2019-04-16,2019-07-01,2019-04,3.0,9585.33,NCR-Spl Rwrk On Site,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,10.0
200000079,2000001844,Baoying ShenFei Electronic Equ,640979,CLOSED OFF PLATE,2019-04-16,2019-05-01,2019-04,1.0,137.11,CRRC MA Scrap,,F2,,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,6.0
200000080,2000034434,Qingdao Sanlaser Machinery Co.,M000001397558,ACCESSIBLE AREA HANDRAIL ASSEMBLY,2019-04-16,2020-04-02,2019-04,1.0,128.35,NCR-RTV,Supplier,F2,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,9.0
200000081,2000033464,TOA Engineering Corporation,619315,LED?ANNOUNCEMENT SIGN(SINGLE SIDED),2019-04-16,2020-01-10,2019-04,1.0,1563.88,NCR-RTV,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,6.0
200000082,1000502000,"Qingdao SRI Technology Co., Lt",649084,BATTERY BOX,2019-04-16,2019-05-18,2019-04,1.0,9143.65,NCR-Repair,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,9.0
200000083,2000033486,Mitsubishi Electric Power Prod,M000000796997,VS\MS-A1847,2019-04-16,2019-07-11,2019-04,1.0,1900.0,NCR-RTV,Production,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,3.0
200000084,2000033486,Mitsubishi Electric Power Prod,652783,GEARBOX,2019-04-16,2023-04-05,2019-04,1.0,20800.0,NCR-RTV,Supplier,F2,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,6.0
200000085,2000035200,"C & D Electronics, Inc",M000001827612,breaker,2019-04-16,2019-07-11,2019-04,1.0,35.63,CRRC MA Scrap,,F2,,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,2.0
200000087,2000035392,"Mors Smitt Technologies, Inc.",M000001828855,Relay,2019-04-16,2019-05-01,2019-04,1.0,215.33,CRRC MA Scrap,,F2,,NOCO NOTI ATCO,Closed,False,True,True,True,1.0,1.0,2.0
200000088,2000004123,Changchun Lu Tong,651446,SIDE WALL LINER ASSEMBLY,2019-04-16,2019-05-30,2019-04,1.0,1776.93,NCR-Rework,,F2,Danger note,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,6.0
200000090,2000033434,EAO Corporation,M000001901238,Indicator light,2019-04-16,2020-12-18,2019-04,44.0,1389.08,NCR-RTV,Production,F2,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,10.0
200000091,2000033434,EAO Corporation,M000001901237,Indicator light,2019-04-16,2020-12-18,2019-04,87.0,2661.33,NCR-Rework,Production,F2,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,9.0
200000093,1000200000,CRRC Changchun Railway Vehicle,M000000768205,Windshield Heater Controller,2019-04-17,2019-04-17,2019-04,1.0,0.01,PreNCR-NCR Request,,F2,,NOCO NOTI ATCO,Closed,True,True,False,True,1.0,,4.0
200000094,1000200000,CRRC Changchun Railway Vehicle,654087,DOOR STOP,2019-04-17,2019-04-17,2019-04,1.0,0.01,PreNCR-NCR Request,,F2,,NOCO NOTI ATCO,Closed,True,True,True,True,1.0,1.0,4.0
200000095,2000033464,TOA Engineering Corporation,619315,LED?ANNOUNCEMENT SIGN(SINGLE SIDED),2019-04-17,2019-04-17,2019-04,1.0,1563.88,PreNCR-NCR Request,,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,2.0
200000097,2000033463,"[DO NOT USE] USSC Group., Inc.",615806,INSTRUCTOR SEAT,2019-04-17,2019-05-02,2019-04,1.0,374.45,NCR-RTV,,F2,,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,6.0
200000098,2000033464,TOA Engineering Corporation,651991,TRAIN RADIO TRANSCEIVER,2019-04-17,2019-05-02,2019-04,1.0,4142.02,NCR-RTV,,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,7.0
200000099,1000501600,CRRC Qingdao Sifang Rolling St,M000002011588,CBP ASSEMBLY,2019-04-17,2020-04-17,2019-04,1.0,6065.3,NCR-Rework,Supplier,F2,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,4.0
200000100,2000034434,Qingdao Sanlaser Machinery Co.,638167,SECONDARY BEAM ASSEMBLY,2019-04-17,2019-04-30,2019-04,1.0,0.01,CRRC MA Scrap,,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,False,True,1.0,,6.0
200000101,1000200000,CRRC Changchun Railway Vehicle,654830,FLOOR COVERING ASSEMBLY,2019-04-17,2019-08-05,2019-04,1.0,0.01,NCR-Rework,,F2,Danger note,NOCO NOTI ATCO NOPT,Closed,True,True,False,True,1.0,,10.0
200000102,2000033464,TOA Engineering Corporation,619333,APC&#160;COUNTER UNIT,2019-04-18,2019-10-21,2019-04,1.0,1002.75,NCR-RTV,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,5.0
200000103,1000200000,CRRC Changchun Railway Vehicle,654830,FLOOR COVERING ASSEMBLY,2019-04-18,2019-11-01,2019-04,0.0,0.0,NCR-Rework,,F2,Danger note,NOCO NOTE ATCO NOPT PAGE,Closed,True,True,False,True,1.0,,9.0
200000105,1000502000,"Qingdao SRI Technology Co., Lt",M000001901882,Identification,2019-04-18,2019-04-18,2019-04,1.0,34.05,CRRC MA Scrap,,F2,,NOCO NOTI,Closed,False,False,True,True,,1.0,1.0
200000106,1000502000,"Qingdao SRI Technology Co., Lt",M000001901878,Identification,2019-04-18,2019-04-18,2019-04,2.0,52.08,CRRC MA Scrap,,F2,,NOCO NOTI,Closed,False,False,True,True,,1.0,1.0
200000108,1000502000,"Qingdao SRI Technology Co., Lt",M000001901879,Identification,2019-04-18,2019-04-18,2019-04,0.0,0.0,CRRC MA Scrap,,F2,,NOCO NOTI PAGE,Closed,False,False,True,True,,1.0,1.0
200000109,2000034434,Qingdao Sanlaser Machinery Co.,638165,SECONDARY BEAM ASSEMBLY,2019-04-18,2019-05-07,2019-04,1.0,306.3,CRRC MA Scrap,,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,False,True,1.0,,6.0
200000111,2000034091,Vapor Stone Rail Systems,655977,LCS BOX,2019-04-18,2019-05-15,2019-04,8.0,2698.56,NCR-RTV,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,5.0
200000112,1000501600,CRRC Qingdao Sifang Rolling St,M000002011588,CBP ASSEMBLY,2019-04-18,2020-04-17,2019-04,1.0,6065.3,NCR-Rework,Supplier,F2,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,7.0
200000113,2000033486,Mitsubishi Electric Power Prod,M000000796996,VMD\MS-A1846,2019-04-18,2020-04-01,2019-04,1.0,6190.46,NCR-RTV,Production,F2,MBTA Orange/Red Line,NOCO NOTI ATCO NOPT,Closed,False,True,False,True,1.0,,11.0
200000114,1000200000,CRRC Changchun Railway Vehicle,M000000760887,DK299 Door Mechanism Installation,2019-04-18,2019-05-01,2019-04,1.0,0.01,NCR-Repair,,F2,,NOCO NOTI ATCO NOPT,Closed,True,True,False,True,1.0,,7.0
200000115,2000034186,WABTEC Passenger Transit Corpo,M000000867659,AUTOMATIC COUPLER HEAD,2019-04-18,2019-04-22,2019-04,2.0,41708.18,NCR-Spl Rwrk On Site,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,2.0
200000117,2000034186,WABTEC Passenger Transit Corpo,M000000839843,CONNECTOR,2019-04-18,2019-05-01,2019-04,0.0,0.0,CRRC MA Scrap,,F2,,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,4.0
200000119,2000033510,TransTech of South Carolina In,650551,Collector only assembly（right side）,2019-04-19,2019-11-06,2019-04,0.0,0.0,NCR-RTV,,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,9.0
200000120,2000033510,TransTech of South Carolina In,650551,Collector only assembly（right side）,2019-04-19,2019-11-06,2019-04,1.0,3019.62,NCR-RTV,,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,8.0
200000121,1000501600,CRRC Qingdao Sifang Rolling St,M000001552257,Main driver's desk,2019-04-19,2020-04-17,2019-04,1.0,9938.04,NCR-Rework,Supplier,F2,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,7.0
200000122,1000200000,CRRC Changchun Railway Vehicle,M000000760888,DK300 Door Mechanism Installation,2019-04-19,2019-05-01,2019-04,1.0,0.01,NCR-Repair,,F2,,NOCO NOTI ATCO NOPT,Closed,True,True,False,True,1.0,,7.0
200000123,2000033510,TransTech of South Carolina In,650548,Collector and  Scraper assembly（left sid,2019-04-19,2019-05-01,2019-04,1.0,3406.81,NCR-MRB,,F2,,NOCO NOTE OSTS NOPT DLFL,Closed,False,False,True,True,,1.0,4.0
200000124,2000033510,TransTech of South Carolina In,650548,Collector and  Scraper assembly（left sid,2019-04-19,2019-11-06,2019-04,0.0,0.0,NCR-RTV,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,8.0
200000126,1000502000,"Qingdao SRI Technology Co., Lt",M000001552257,Main driver's desk,2019-04-19,2019-05-08,2019-04,1.0,9938.04,NCR-Repair,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,7.0
200000128,1000200000,CRRC Changchun Railway Vehicle,654233,MC CAR EQUIPMENT AND TUBE ASSEMBLY OF TW,2019-04-19,2019-05-29,2019-04,1.0,0.01,NCR-Rework,,F2,,NOCO NOTI ATCO NOPT,Closed,True,True,False,True,1.0,,6.0
200000133,2000004123,Changchun Lu Tong,642780,LED DISPLAY COVER PLATE ASSEMBLY,2019-04-19,2021-12-15,2019-04,1.0,332.56,CRRC MA Scrap,Production,F2,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,15.0
200000135,2000034186,WABTEC Passenger Transit Corpo,647076,TREAD BRAKE UNIT WITH PARKING BRAKE,2019-04-19,2019-07-01,2019-04,1.0,2269.09,NCR-RTV,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,7.0
200000136,2000001844,Baoying ShenFei Electronic Equ,M000000792331,Stretcher Cabinet Assembly,2019-04-19,2019-04-30,2019-04,1.0,1513.76,NCR-Spl Rwrk On Site,,F2,,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,9.0
200000137,2000033464,TOA Engineering Corporation,M000000780086,VC4000 Charger \ MAH2-VC4PB,2019-04-19,2019-04-24,2019-04,1.0,257.0,CRRC MA Scrap,,F2,,NOCO NOTI ATCO,Closed,False,True,True,True,1.0,1.0,4.0
200000138,2000034186,WABTEC Passenger Transit Corpo,647074,TBU MOUNTING FASTENERS,2019-04-19,2019-05-24,2019-04,3.0,101.82,CRRC MA Scrap,,F2,,NOCO NOTI ATCO,Closed,False,True,True,True,1.0,1.0,6.0
200000139,2000034186,WABTEC Passenger Transit Corpo,647073,TBU MOUNTING WASHERS,2019-04-19,2019-05-02,2019-04,3.0,8.19,CRRC MA Scrap,,F2,,NOCO NOTI ATCO,Closed,False,True,False,True,1.0,,6.0
200000141,2000035200,"C & D Electronics, Inc",M000001827577,Relay,2019-04-22,2019-07-09,2019-04,1.0,224.75,CRRC MA Scrap,,F2,MBTA Orange/Red Line,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,4.0
200000142,2000035200,"C & D Electronics, Inc",M000001901250,breaker,2019-04-22,2019-04-24,2019-04,1.0,109.17,CRRC MA Scrap,,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,4.0
200000143,2000033486,Mitsubishi Electric Power Prod,653480,APS BOX INSTALLATION,2019-04-22,2020-03-04,2019-04,1.0,0.01,NCR-Rework,Production,F2,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,4.0
200000144,1000200000,CRRC Changchun Railway Vehicle,652478,CABLE CLAMP,2019-04-22,2020-07-02,2019-04,1.0,4.32,NCR-Rework,Supplier,F2,MBTA Orange/Red Line,NOCO NOTI ATCO NOPT,Closed,True,True,False,True,1.0,,5.0
200000145,1000501600,CRRC Qingdao Sifang Rolling St,652956,CABINET ASSEMBLY,2019-04-22,2019-06-20,2019-04,1.0,8214.33,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,1.0
200000146,2000001844,Baoying ShenFei Electronic Equ,651454,DOOR POST ASSEMBLY,2019-04-22,2021-07-01,2019-04,1.0,355.18,NCR-Rework,,F2,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,False,True,False,True,1.0,,6.0
200000147,2000001844,Baoying ShenFei Electronic Equ,M000001440401,DOOR POST ASSEMBLY,2019-04-22,2021-07-01,2019-04,1.0,521.06,NCR-Rework,Production,F2,MBTA Orange/Red Line,NOCO NOTI ATCO NOPT,Closed,False,True,False,True,1.0,,7.0
200000148,2000033424,"Bentech, Inc",652425,COLLAR ASSEMBLY,2019-04-22,2019-06-14,2019-04,2.0,36.72,CRRC MA Scrap,,F2,,NOCO NOTI ATCO,Closed,False,True,True,True,1.0,1.0,3.0
200000149,2000033464,TOA Engineering Corporation,619125,MARKER INDICATOR LIGHT,2019-04-22,2019-05-01,2019-04,1.0,177.07,NCR-RTV,,F2,,NOCO NOTE ATCO,Closed,False,True,True,True,1.0,1.0,2.0
200000150,2000034186,WABTEC Passenger Transit Corpo,651465,BRAKE CONTROL UNIT,2019-04-22,2025-02-11,2019-04,1.0,6385.33,NCR-RTV,Production,F2,,NOCO NOTE ATCO NOPT,Closed,False,True,True,True,1.0,1.0,6.0
200000151,1000200000,CRRC Changchun Railway Vehicle,M000001545094,LADDER BLOCK,2019-04-23,2019-10-21,2019-04,10.0,111.4,CRRC MA Scrap,Design,F2,MBTA Orange/Red Line,NOCO NOTI ATCO NOPT,Closed,True,True,True,True,1.0,1.0,8.0
200000153,1000200000,CRRC Changchun Railway Vehicle,653672,END STRUCTURE WIRING,2019-04-23,2019-04-26,2019-04,1.0,0.01,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,6.0
200000157,1000200000,CRRC Changchun Railway Vehicle,643060,SECONDARY BEAM INSTALLATION,2019-04-23,2019-04-26,2019-04,1.0,0.01,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,3.0
200000159,1000200000,CRRC Changchun Railway Vehicle,643060,SECONDARY BEAM INSTALLATION,2019-04-23,2019-04-26,2019-04,1.0,0.01,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,3.0
200000160,1000200000,CRRC Changchun Railway Vehicle,653672,END STRUCTURE WIRING,2019-04-24,2019-05-24,2019-04,1.0,0.01,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,6.0
200000161,1000200000,CRRC Changchun Railway Vehicle,653672,END STRUCTURE WIRING,2019-04-24,2019-05-24,2019-04,1.0,0.01,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,6.0
200000162,1000200000,CRRC Changchun Railway Vehicle,653672,END STRUCTURE WIRING,2019-04-24,2019-06-14,2019-04,0.0,0.0,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,7.0
200000164,1000200000,CRRC Changchun Railway Vehicle,653672,END STRUCTURE WIRING,2019-04-24,2020-01-30,2019-04,1.0,0.01,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,7.0
200000165,1000200000,CRRC Changchun Railway Vehicle,643056,SECONDARY BEAM INSTALLATION,2019-04-24,2019-04-26,2019-04,1.0,0.01,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,3.0
200000166,1000200000,CRRC Changchun Railway Vehicle,643060,SECONDARY BEAM INSTALLATION,2019-04-24,2019-05-02,2019-04,0.0,0.0,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,3.0
200000167,1000200000,CRRC Changchun Railway Vehicle,643056,SECONDARY BEAM INSTALLATION,2019-04-24,2019-04-26,2019-04,1.0,0.01,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,3.0
200000168,1000200000,CRRC Changchun Railway Vehicle,643056,SECONDARY BEAM INSTALLATION,2019-04-24,2019-05-17,2019-04,1.0,0.01,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,3.0
200000169,1000200000,CRRC Changchun Railway Vehicle,643056,SECONDARY BEAM INSTALLATION,2019-04-24,2019-08-30,2019-04,1.0,0.01,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,7.0
200000170,1000200000,CRRC Changchun Railway Vehicle,643060,SECONDARY BEAM INSTALLATION,2019-04-24,2019-08-30,2019-04,1.0,0.01,NCR-Rework,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,False,True,1.0,,9.0
200000173,1000200000,CRRC Changchun Railway Vehicle,654912,BRACKET(LEFT),2019-04-24,2019-08-09,2019-04,2.0,180.56,CRRC MA Scrap,,F2,,NOCO NOTE ATCO NOPT,Closed,True,True,True,True,1.0,1.0,9.0
200000174,2000035200,"C & D Electronics, Inc",M000001901250,breaker,2019-04-24,2019-07-09,2019-04,1.0,109.17,CRRC MA Scrap,,F2,,NOCO NOTI ATCO NOPT,Closed,False,True,True,True,1.0,1.0,4.0
200000175,1000200000,CRRC Changchun Railway Vehicle,654913,BRACKET(RIGHT),2019-04-24,2021-06-26,2019-04,2.0,128.2,NCR-Rework,Supplier,F2,MBTA Orange/Red Line,NOCO NOTE ATCO NOPT,Closed,True,True,True,True,1.0,1.0,10.0
